N,P,K,temperature,humidity,ph,rainfall,label
20.993428306022466,19.72347139765763,21.295377076201383,18.04605971281605,19.531693250553328,0.5317260861016389,43.15842563101478,rice
21.534869458305817,19.061051228130097,21.08512008717193,14.073164614375075,19.068540492859487,1.4839245431320682,36.1734395106844,rice
16.550164334973935,18.875424941518055,17.974337759331153,15.628494665190548,18.183951848957577,0.0,42.93129753784311,rice
19.54844739902693,20.13505640937585,17.150503627573087,13.911234550949635,20.22184517941973,0.0,40.75139603669135,rice
18.79872262016239,19.416612500413446,18.796586775541208,18.704556369017876,19.97300555052413,0.0,41.64508982420638,rice
17.558312700057954,20.41772719000951,16.08065975224045,12.343627902203139,20.393722471738247,2.476933159990821,40.34273656237994,rice
19.768703435223518,19.397792608821423,17.042956019265144,13.560311583210582,19.078722458080424,3.1142444524378314,40.68723657913692,rice
16.47391968927453,20.64816793878959,19.229835439167367,13.646155999388082,21.223352577681737,3.061999044991902,41.8625602382324,rice
18.321564953554724,19.381575248297573,20.662526862807127,16.95109025424472,19.04165152430942,0.6286820466723657,37.787330051987944,rice
17.60758675183866,21.625051644788396,22.712480057141647,14.855979756839332,22.007065795784047,1.7232720500952683,38.709760490789755,rice
20.722791211016826,23.07607313293194,19.928347921780098,18.129287311628012,14.76050979182051,2.643805008750448,40.17409413647634,rice
19.401985299068265,20.183521553071003,16.024862170798215,14.560656224324976,20.714225143023494,3.955788089483032,38.9634595634527,rice
18.383012794213624,18.996485912830927,21.83080423540415,15.657502219319369,18.940479592465923,2.0265348662267124,40.19415509869608,rice
21.937289981065778,18.595893812245293,19.344675706804463,14.215783693735684,17.072970103735763,1.5922405541291522,40.522110544359776,rice
20.01022691328492,19.530825733249706,17.169258515899173,14.158709354469282,19.314570966946462,0.0,39.67742857666798,rice
20.80810171362908,23.77237180242106,20.349155625663677,15.515100781445529,19.851108168467665,0.0,39.94697224910156,rice
20.120460419882054,24.926484224970572,19.615278070437753,15.603094684667225,19.930576460589513,0.0,42.28564562903004,rice
21.503866065373547,21.582063894086094,18.18122509041052,17.805588621872197,17.19629787441544,2.173714187600541,44.380911251619956,rice
18.01892734973862,18.867404540794457,20.199302730175283,13.993048691767601,16.898673137867736,1.1371259496120547,37.87539257254779,rice
20.94718486127036,18.161151531532393,23.09986881003508,13.433493415327526,19.35587696758865,2.6270344347393397,37.53827136713209,rice
20.454919869208258,22.614285508564855,16.785033530877545,15.36926771706461,20.519765588496846,2.5636457435546207,37.52609857824383,rice
17.359086773831446,21.043883131233795,20.593969346466373,15.500985700691754,20.69289641899395,0.0,40.464507394322005,rice
20.58614494659736,18.571297163947264,23.731549022289514,15.947665841823575,17.617393005594703,2.3131072172676594,38.050636659545354,rice
21.574169207484903,22.317191158014808,18.358635363296578,16.926752258488644,20.825561853872998,2.6441203199889802,43.7935859653079,rice
19.50922376799426,18.49252767128502,18.220971140748954,13.368379430069123,19.845796581171793,1.6823039496332877,40.55338159866004,rice
21.654366498072047,20.026003783755815,22.907068154314633,14.470686333524087,25.440338333179238,2.251334695530012,38.285684887167434,rice
17.858215003877774,20.96494483048637,19.5530744293483,16.428000988184184,20.94647524914709,0.8543421746862545,38.30641256386319,rice
16.97030555062827,19.106970095865957,21.712797588646943,15.428187488260408,17.508522442576023,1.346361851702364,40.77063475945767,rice
18.232285127597734,20.307450211891055,20.116417436892,12.714059404338753,20.715574720696566,2.1215690527364686,42.16610248635055,rice
22.107604104069807,17.244661264085817,18.124349920169756,16.03007053441732,21.027571901824416,2.030095372612096,47.705462981309445,rice
21.141781021386333,22.271131280361196,21.908003526986406,16.302782502611596,19.369461510719308,2.517938440986535,38.454349570924855,rice
19.526362786519982,19.02927290434179,20.163748278772644,19.629317133347016,16.265469614816503,2.3725203807490267,36.7745682576207,rice
19.056136268421135,22.177901193934733,20.128560038190926,12.844510444141388,18.569392581480063,2.3591954978693517,38.53926673656573,rice
20.43291717916395,20.091143679807626,18.696799304788367,19.28788817865065,21.267838044636022,0.0,40.372908629538856,rice
18.676427070463223,21.704866669592448,18.414958523134597,14.770527117066202,21.009974557960913,2.7315103883402427,37.599407185888445,rice
19.330997528318104,19.050109377678087,18.693341534852575,18.530908480562193,20.80996342192191,0.0,41.83572389410955,rice
24.244312394025265,22.064930521102294,16.961260068091974,14.031531854267497,22.533822298373245,0.0,40.887638856292455,rice
21.549268106858673,18.146139056843833,19.8809492878764,8.517465319861856,17.95122471733142,0.4948636972136794,37.5044336360703,rice
23.26482260786327,17.139717244078735,19.119911026606033,15.261481154572182,22.88254657813223,0.0,42.326327504309916,rice
20.020466122039174,18.036982697904097,20.924206948526543,15.39811939114694,18.79956624568241,1.1396041699800379,39.22937280627648,rice
20.227034690502496,21.324261349042093,23.172033632290706,12.524369002346301,24.266066749312532,0.0,39.69642980992883,rice
21.176634412969154,20.561983735470065,18.75460096035881,14.58375549928545,19.013998130682335,0.0,41.699204194042046,rice
20.714030971930093,18.614180809478693,21.799199750866503,15.614599041753218,21.62572423767792,2.2592576838472245,38.34200997815586,rice
18.87963791960606,21.494587210246525,21.22074053086693,14.958196812071703,20.234654766617563,3.55532979157685,38.81685722232834,rice
21.094194762340077,19.595614695132213,19.56463759354556,17.19755370397438,21.65083269797606,2.6270192720012773,42.61095761430866,rice
20.042007683265517,21.363905942589927,19.379466486813087,15.648332704976884,19.739713891264632,1.1939919299854365,41.19031405087383,rice
18.363558633533057,24.18477455137092,17.987965237000594,12.571622774424537,22.316221747000135,2.5833253879258717,41.24823963410431,rice
21.25669101852856,19.97550645430617,18.20549125702834,15.151609116387453,18.645676576975777,2.9502394668355025,39.70588523699572,rice
18.349005606414977,19.357228316694012,20.825862908551247,13.87255089439205,18.355559208867138,1.4873744229838246,40.489933142217446,rice
18.98611364925774,19.057923388763353,20.464099874715274,12.103831317005351,17.18507245124689,0.0,39.573105696576306,rice
20.62181513119601,22.950712433899103,21.71531924640404,14.680122940073145,19.96196758419462,0.0,39.96297372801522,rice
19.422682722159724,20.645437120676178,18.345538112895355,16.038693028482346,23.065477826005157,0.7824797030862848,40.80342344419788,rice
21.380287983422225,19.19755905622833,20.448184963620832,15.02518480156359,20.195352197097662,0.0,40.049020348517885,rice
20.9959965824909,22.902287215590082,21.918541652170415,19.306364915023114,18.4653048742239,2.7446412734413563,40.36668401147671,rice
24.379605866435345,18.383403429289697,18.32055631563845,13.801214709111957,15.752208551380386,0.0,38.48173467689261,rice
20.300787572952416,20.68351195155432,23.752341678431772,16.900847676372102,18.846192688675195,0.0,40.98383834301301,rice
17.359533585958715,23.662917531708707,22.358880241442574,14.061648695790591,16.573730941818244,3.7077447483308257,39.77092030949476,rice
22.47563262394692,16.811144682411268,18.801249954092455,15.010487399436366,20.093961187529484,0.09986905704151272,41.245699864695,rice
17.86475914123481,19.71524102995741,20.2405912634238,16.0288776681175,21.42322975617778,0.0,36.93177165852875,rice
22.55535364379702,20.66462802395918,18.503026926886893,18.102303951045045,20.231349268585717,3.358594368127653,40.135036962820216,rice
44.121495849763974,43.51068168488641,39.50207170304185,31.94314190190871,41.290751899170296,4.737263115064698,78.0701530788398,maize
41.37210291999688,42.11684897369918,36.48252102715377,27.63348297466845,35.921535644479796,1.4611863311108846,81.43508451159192,maize
43.004714104192054,40.14818956083955,43.257231091142586,27.239797083570217,36.59323512128969,1.8889046022067624,80.76813089787862,maize
39.93461050381181,35.86511579992025,39.82175992097442,27.391060998990294,41.33934509766008,2.7331964921936964,78.1202404273453,maize
38.972266165326616,37.881572956222094,39.874641805453656,31.910284641002477,38.028547907328914,3.008093031035689,78.93948476325512,maize
38.41425433547531,39.785939280090886,37.92951535516125,28.892701389305635,37.6042442148223,5.929450265832779,80.07052710394346,maize
38.60054898401483,40.42795982146844,39.77534390061834,29.558060800933553,41.22833340008685,3.51501542009461,78.93899770477894,maize
38.84836351871064,39.449896605696715,35.39615767052883,26.969617875602896,42.73374853488905,5.289935427002567,79.50192792088724,maize
41.15311392611153,40.62250030908707,46.15776161691048,32.23914982286915,39.74416481703847,0.08891911879914849,76.78710735948485,maize
40.406927271734446,38.48729850943139,37.155492580804655,28.706854231514946,37.83690399277121,5.3742832701451295,81.76327951389891,maize
39.98405471736677,42.95988827778005,40.154736615295235,28.277431597343472,43.04624815453931,3.077820087369317,77.9255076913471,maize
39.61932264383278,38.248763493230484,37.23440053807133,31.85235509506328,43.81883328094026,0.0,81.12593847338114,maize
38.69871486175634,39.02574923247061,38.81521215152226,28.272018460640368,40.09704325588965,0.33809976717792445,80.54091365155968,maize
39.89952378110173,39.52210390626718,38.18487267591681,28.846457338863335,41.510782451651515,3.0018343752487615,78.0448895104029,maize
40.19866461085845,41.50277424674358,36.66118943775726,31.08672038475987,38.6747524821083,3.141197337186319,78.47348168691497,maize
36.390235798670965,36.74491512423367,40.09616989332277,30.519445003442964,38.191366749791186,3.277184917554748,76.67695987546207,maize
39.86784040270537,37.577967600475084,38.696327784395685,30.094797342632827,38.27917326943209,1.2308889115403492,82.01258561842889,maize
38.8462162609537,41.671384224130286,37.74058629068476,31.059608355830566,42.8831372413158,0.0,78.40620948905905,maize
41.15414425436108,39.59390922791401,40.742291746742616,28.792029626568358,40.1731795749458,1.688645529215841,82.33556412331961,maize
40.50884168660242,40.675205324150404,39.176246067755066,29.024787551855013,39.13488362436076,2.788904284756594,79.15803103835947,maize
40.57954971379283,44.15080159729088,41.74224940686339,29.347952935664317,42.40242784432789,1.1838492539568972,75.92375092964429,maize
37.983827378165195,36.25841615794829,39.29697303191738,30.036836758379103,43.352874624550566,2.6538547475283254,79.56179894238227,maize
41.65881116236698,35.57772938198423,40.47122911621713,31.541730387773935,37.04282750844032,4.287508086413858,80.67699281498882,maize
39.1694241721984,41.26556373221257,44.54138571560879,30.36373251011699,40.49644117260067,1.0812782009195119,78.30031126107042,maize
41.66067163308849,38.28783234818226,40.14313247443879,29.044685106469768,40.957959651492786,2.667324210573897,82.0750798885158,maize
38.9799672022905,39.46025012941326,38.042472568435386,29.111413479847776,40.754600986089706,3.5139772332907038,78.15566935164475,maize
41.73921184021132,42.7112757176099,40.826869806447405,33.75359162511613,38.45242160179286,0.0,76.44255950219144,maize
42.992088622978365,41.30873131270812,39.88883065817909,30.559937252639642,37.74902190540325,6.891503959233653,80.25844236395045,maize
40.218789589209784,41.451533247797386,40.96201846347343,30.447768048558263,38.419051089109374,2.9429367142719913,83.76404899295007,maize
42.690840092309955,43.186373253278795,38.97756864713763,28.020790359482838,39.7484261598007,2.1114498245773894,82.1883830369419,maize
36.61507074057036,43.05910063892123,39.68398420284202,29.14623786010516,37.97579124947966,0.0,81.64634116792382,maize
40.14663593437681,37.42007820051789,37.40984245587277,29.328430601419743,43.33804305057878,1.4808172972727904,76.99371409376378,maize
39.508513871828114,39.454552860504656,34.60622671411686,29.891410266964375,39.53813093958264,3.3924127296268365,83.69791218989069,maize
42.25313005909551,39.46222261889034,37.78694818251666,35.14671960649972,40.11843686802898,2.0278585838258922,79.95174982578,maize
40.39616952153571,39.71127917615212,38.852675986239525,28.906282117519215,39.934493459568,0.9131504577324701,78.57430843464567,maize
40.21286045538379,39.49004556515829,43.007985977165376,24.698060383213978,42.18301370384492,4.492170384995259,75.8532195351837,maize
39.3146248118393,39.25711826800842,37.184976610564355,28.44436662481825,37.778848309068344,5.504540886847245,81.87135678629492,maize
42.54311018998832,41.44334412808647,37.741896457565545,28.950959467440452,40.97874912245584,0.0,81.42599686034478,maize
39.51934920368373,39.25035838490081,41.42191993640698,30.88852662297208,39.27806766836184,4.318659606728496,77.8378733448002,maize
41.231871213888525,41.18620251593677,39.38090712137202,30.652266044484236,37.49777284722939,3.8480540384138022,79.63019572711403,maize
38.954553958961924,42.09801845167378,38.59131261891448,27.18307740727288,36.886741652952196,3.2120199026912792,77.43914129500743,maize
43.50958836396873,35.83614118423256,43.39291273658008,30.422034934405236,39.806573776259214,0.9101618263821005,80.79827222870414,maize
39.9247305951503,42.20660376403304,40.22845529732408,30.300603522923755,39.27277557557229,1.886108752557865,80.61560353778412,maize
36.57966321468675,37.30362915578857,41.48652818804543,30.341730876255884,39.63203332729464,2.036867866130786,80.69516341072334,maize
38.920480639381275,38.44339054919538,40.39169051019536,28.043254444769936,40.81650551142894,0.0,82.05831127465129,maize
40.94519496482609,40.512059468627754,41.96538196789103,33.33094888892515,42.02874013003626,0.0,77.4408460665286,maize
38.750362844608645,40.05218210042167,41.03531804093824,28.548512373693068,40.373533528954155,0.4892341352933549,78.7769643940161,maize
37.18667780630356,38.15353350777819,37.29663078876733,28.048253494045333,42.107283593215676,0.10120222233611398,85.26476412967479,maize
40.98663580176178,40.36967224738975,38.283284439637576,31.40061975881798,38.84872434752445,2.244019629290723,85.1201690765376,maize
39.8078802005507,42.29854665257135,38.59364714974822,29.930023019006075,43.54160127127102,0.7460658844244652,83.62489711599386,maize
41.41550387091095,38.87506644821146,41.26481547811104,31.94510889925346,41.24361992443439,0.0,78.54572564835026,maize
39.50496272889699,39.851133141799906,41.241344195101355,30.35540200186651,37.329311282579795,2.7603957020119263,81.22117149056764,maize
41.11958089586208,42.16156145110924,41.66784430909781,30.918360158456874,39.85966857708271,0.0,80.85923643826517,maize
40.415375374326224,40.54315767439075,37.44650284835938,27.837886919183475,42.10630570666581,1.9208896922866898,81.36300139474525,maize
40.05663675226092,40.05951227899149,41.876567611952,28.967910543565253,40.19224155388196,1.075449422589915,79.13100754513538,maize
39.381655753062724,40.44426754326743,39.042502756673045,32.51151225114704,38.21078539556099,1.626256711677282,79.12053788345165,maize
42.893955768707464,40.39310955302315,42.06368907893727,27.028879253926057,40.53410053173852,3.779261591246874,80.16456797855085,maize
42.130960750130704,38.96542309979925,42.81869488037116,34.5977962472385,39.27432287912068,1.1089949571984565,82.9067689542354,maize
43.15914429146142,38.954279945693465,39.159626365808286,29.436430782278986,37.311098977931444,0.16269610703160353,77.99171846649587,maize
38.46440486979174,39.93063022522644,40.468429465073044,33.101000985628154,38.00329191852242,3.9686447969531677,79.57202231154898,maize
59.901072580695136,61.34963898433321,57.7545559568754,45.764819492368105,60.33290441642611,3.984902528016298,120.57833728781564,cotton
64.9106002798218,58.72452003149737,58.938006089996364,43.753718947150475,58.88904576167949,1.7252257453869646,122.37803306221511,cotton
62.84100849597971,58.85850741250105,58.33528885379154,45.94283111277281,58.89555391143806,4.265863635511021,120.4058460417026,cotton
56.968511770005534,63.09501040266012,63.59175534619104,43.77442261903123,59.22459688012803,3.57173078144981,120.66891357997405,cotton
61.31708854534566,64.0204090775327,59.6461055450119,43.40340551092309,57.241361543970946,1.5381399201161619,119.93374605425241,cotton
63.589115727035576,58.964777401927655,60.447575903277794,44.9671542078545,62.37678654689617,8.053864851747242,118.93826245415936,cotton
59.021121114963556,62.08832175413814,61.363782979252626,48.69341465147207,61.167856370651926,2.281415818425881,121.18130966138462,cotton
62.217407161165816,61.640964362394726,61.014548062214594,47.133349379178306,62.33859118089134,5.764317982075054,121.29741977517928,cotton
59.66576383936629,60.293427372866645,62.41301793301671,43.36612865802553,60.7373466177458,2.2133223753452786,120.05748964586964,cotton
62.556903725214596,60.382198136039804,60.092873096312296,42.280287718040164,61.49250713205444,4.29096836228215,124.32650944661091,cotton
59.384443530093996,60.43830065532788,60.49876736742151,48.15490655952695,59.809408935226095,3.5580430515406785,121.21579301943308,cotton
60.37321824631272,59.10713277089894,60.38817998579662,47.14726349971954,57.94696940117788,3.265939348293752,118.59975837012165,cotton
62.390093257849685,56.95362619043245,58.882156305456824,45.75442375012904,63.13104805846868,2.8684994778540243,118.8896009466136,cotton
63.76231413888118,57.103972199167515,55.60238808675984,45.880028900106666,58.995891551294775,0.9575343657385735,121.4167128945987,cotton
60.4876014275424,58.871842738526546,57.439391202658214,46.74491465656029,61.30040235591732,2.801648272441234,123.69327399209533,cotton
57.85983046734769,56.948949658150525,58.61618386023751,44.90882796728901,60.48667889864539,2.51752788428734,120.70411079302859,cotton
57.49692115161911,62.88752920814652,59.835697643214864,47.23459166317625,60.68545069275541,3.913506438307568,121.13953456046441,cotton
60.89541712003463,61.285445519735084,62.658305060264865,45.39304233940294,61.418007515177024,2.8205286114255466,122.88023443089895,cotton
58.64721539588146,63.601880865821634,59.919684098711315,42.138449795763904,60.25620882982158,1.6378966850502383,121.68128709797745,cotton
58.69475204139522,59.10763313357044,56.22091853810894,44.09538736150185,55.15224134674209,0.0,121.5208293122886,cotton
61.571600317301666,60.850915123569926,58.066047713741575,44.90457728771604,59.99279492181886,0.6832706216149145,123.0067966035343,cotton
61.75472458115134,59.55807165234067,60.05377167798906,45.4167656158951,55.916530263151415,2.505645234958806,118.63603150400441,cotton
57.99675998021017,59.43779941422809,63.59537305369904,46.28168572253402,58.857642020434405,4.145165562712317,122.798710873172,cotton
61.84926736582554,60.11926073984035,58.706126444588854,46.39644662722718,60.786970770843496,4.790386440055465,121.27034360336394,cotton
62.09910543063867,58.92952957687886,62.63478813126865,45.3951992093848,64.15052174525053,1.6216243638208643,123.4719276063305,cotton
60.39582156692529,58.6971639927711,59.03222833189135,44.35930538361136,60.848331892803834,4.0456709760709995,118.85259999212285,cotton
59.95129081547803,64.28454071722373,63.455086340201426,45.87264733934806,60.0760069563364,3.2400626534365227,121.22703594546083,cotton
57.95441486960319,59.48524692515331,56.66283185224482,45.798446245210556,61.29439187940548,2.033627075401252,123.14797352658006,cotton
57.548468673995316,57.07125023958036,60.44890363711995,47.09419660522431,63.367855382915735,2.08223147426212,122.15736166686258,cotton
59.92298306099858,59.65474540011836,61.767319874973346,46.30464575682684,56.847215686031504,5.9530806994517915,122.7601827082949,cotton
58.74887459698094,60.79160706687482,60.98806037256548,45.52134753164781,58.89938969230916,1.656753264123897,119.9488918580171,cotton
62.34545803851873,61.087200309188866,59.25877133582779,46.54339742129669,54.302914758739846,5.297531400744207,116.52057244244381,cotton
59.275118117193735,57.760660210747716,57.410637048558186,47.321653574757036,59.06459759737622,3.6930077634614316,119.90615884224164,cotton
60.95408165444624,60.15364378212051,57.43401555162286,46.99253363889428,59.01248683367737,0.0,119.14376967806818,cotton
63.001519581268624,61.70044348422699,59.30269573118428,44.30148459136314,59.35672989756524,7.153495967121682,120.7638709044631,cotton
60.860083294382136,62.060566908063684,60.47757831805303,44.48191570835859,59.607300301830044,2.856797481171872,119.92555552698032,cotton
61.45525908727396,60.1038917716146,61.465280154431156,44.838566839782835,60.157270380632184,0.0,121.83265534940496,cotton
