N,P,K,temperature,humidity,ph,rainfall
59.89983181143035,58.20519814619634,62.62494073428199,43.282055223111314,58.202115687068925,3.149172813087107,117.84580186119202
59.25859199355909,58.10876840888741,58.13451817841124,42.47386330179545,60.90497818527929,3.195792290825254,119.10366927463858
82.52996665971251,79.39843224704795,78.67878281204601,60.0,77.51875080088755,4.444926328017214,159.82324895360168
58.979414520732746,60.36785098868062,59.22902047924878,41.79632790205493,58.22563811630992,1.1344219169871237,122.48663876891032
78.9621995911503,78.4925910676388,80.27537965180669,59.58611057888542,78.64380907842751,5.507982933956959,162.130630984196
77.87755542510818,79.55504597951416,78.28216018438465,60.0,76.41154145702056,6.652923284731386,158.07078715158747
44.0420871229696,39.06227162406641,35.597117428998885,30.39860039379293,39.898792918076666,0.9649619149791936,78.04234028128246
79.16504530022993,77.8050066904595,83.4246104426866,58.4157699588697,77.90895088586107,1.8302878810771095,162.23461063107334
59.364913812139605,56.73515339586403,59.86573169077096,47.97871192414896,61.04260749655143,4.223854385462316,117.31700654883392
78.27947509608497,80.65660259000151,79.19740438973298,59.36668940989578,81.19381296249591,2.0254266130846954,159.19753058017764
61.23377310878656,60.01725579783516,61.05400841690932,45.90756382527137,56.34051917799093,3.0740114438202992,121.5358048154654
79.48285473664646,80.61666249191869,77.24383306587184,59.376047784167575,78.31941920904138,1.9863364954020324,163.36315343253466
38.22255948529274,41.873484927070514,42.82465541207489,25.260826189546798,41.728104600995295,0.0,80.80299811018058
63.50997230748412,59.73402315538082,58.468595611043824,46.11157392816575,60.0206986291326,4.440067518683305,116.35148668812434
60.04922425049583,61.43996746028633,57.794187574089264,44.796605450890254,60.03855876902615,6.699182493359273,119.57166668759984
41.62903964497573,40.11785117836326,39.62989265798132,28.38470302476729,37.10693060087323,3.600595898680055,79.38177111045658
37.57184519381176,39.11815473541482,39.43928900963098,29.27061291121663,40.31340771054473,3.157042995457757,80.69930891398634
57.110119601853256,57.5789140117533,58.42266149098127,47.18927674942418,60.46964305189746,7.264306821140887,121.87289145166224
39.1513647580442,41.725192022656906,34.68876181405013,33.02665616514641,41.10626412841517,1.9085920786795303,80.44101531151435
39.96863577679489,40.32185633659645,39.6186930128372,29.210300971933098,39.46453292621207,0.0,80.5608834106326
19.57451943957206,18.20906687761265,20.773804995718525,13.978389724862254,17.638735631755175,0.9436355433226904,40.85666374106084
39.30509869500288,38.83746304627935,36.73473094753101,26.864464551383094,37.64168413872463,4.602856143329522,81.79052054577986
39.780234441381374,40.426960097820334,37.58285269253356,29.51596034025956,43.03652234071141,1.2307091537149644,79.1123278136896
41.38754630538026,39.680853123707465,39.73259688066312,32.15548761195252,37.74634838248652,0.5386444942703503,79.23024038163744
20.31269793820796,22.460581361455443,22.40475969756882,14.225346365184096,19.395394498849328,0.0,37.15996412564205
59.92980964626066,62.53015567617753,60.42299402546376,43.59015729498511,61.35994968849021,1.6073466922778343,119.41920579839228
21.047782047668413,20.17684417408932,19.378227656603052,15.194800332537566,20.79809269128026,0.0,43.91182461650139
57.5641229768137,59.39007272429116,62.05787098518971,44.85542598487999,58.79868488468442,6.1044863600971215,120.57380897600667
60.75847106707117,59.05993423459825,59.56653705884892,43.13968699495136,59.64282181582534,0.0,120.83463764206368
80.11978936623255,79.57495391045939,78.475770976155,58.22443972672813,81.87279708710491,2.9487188137961207,160.54234036927463
20.13303444476633,20.604943795479564,18.73135581263807,14.274517668025725,18.6550791044481,0.2808936769189174,38.37370743591109
81.78494777466307,79.15537035174945,80.20942805886656,60.0,80.40295989340886,5.08154717060078,156.36384473923286
78.92173472649402,78.5006193105942,80.06561749522743,54.83440673406011,77.69209927269598,3.304076288158308,157.29322228370458
81.44873700973993,82.77052309344447,79.39380349315185,60.0,80.35758573146636,2.401155200913806,160.48157501948387
21.363189036563256,18.39318067165232,18.6209004444996,14.088934992965314,20.034958318050112,0.2920121774930321,37.25009741316397
42.15639460742848,34.88163066731181,42.362757202576574,28.736192483989665,40.32785714490517,2.1926427118423937,81.88493623844079
42.74992813278598,37.335576690811,36.06275062042796,28.679887359731836,40.35163790659205,2.997380549819655,82.09594431193611
79.90135185970486,80.47806720249353,77.9993393020926,60.0,80.32311853447634,7.126809490057859,158.41895395633384
39.778918685535054,42.0403454234316,38.615900304431214,33.072754108491594,40.57268737778456,3.217687668950901,77.9094932677061
23.887242371298584,19.172762038480503,18.505090377118485,18.84588405296077,22.96102958286885,4.73511792085314,41.81208931655077
58.70132414453922,59.9531537899571,62.15838945622498,40.99156856900217,60.753753041701785,1.9085760519644352,116.2308283100411
81.32651617935835,77.79076680494705,79.93812748545209,60.0,78.40899889989342,2.867120292535561,159.384617445266
39.2931365024856,36.767051622697934,39.416325274504274,28.477015576376758,41.71584784858467,4.282203733315146,82.93315743114836
60.81040816064578,60.99610480936571,59.9476155253115,41.623539944457136,59.775068034880896,1.9350201615818643,121.29011054691976
36.48821883312456,40.90186892361183,38.631978204525566,33.319101592379745,42.13701879863202,1.0932283922972248,78.62432477794263
23.08602919081347,17.414286180553102,20.534101738698364,14.921434363545009,17.663813004517607,2.046553321063508,39.6569073375555
77.93471379621575,79.12650332508399,76.71406941293878,59.18785640748034,78.9294596709343,4.050810416770032,162.30836806098804
20.0636611165487,18.72830784324224,21.352866589893,16.15318163322988,19.58340248884401,1.7920134253232909,37.813876982538986
59.21522200370072,53.90771389040015,61.08662378277504,45.87808591534409,59.56091794333757,0.831926758656131,120.70356022136272
77.1400174826291,79.87672389565557,77.13452902013178,60.0,81.87749375136463,5.214223343832092,157.90365918634905
38.97153206812002,37.96391624942527,39.8442904881183,30.765464860024537,39.931515438936096,4.192693691331597,79.53156839731092
80.34500883298573,80.04212404268412,80.19890891406142,60.0,77.96652270278047,3.770449350458404,160.61750248367323
59.24170487424016,56.51528760438154,57.39351449177537,46.21024016816433,61.79111197110265,2.7361827204400657,120.809523624081
60.607207808924,61.54538967420476,56.67680341777087,45.89639056884663,63.39236314565632,2.9702845932905944,121.64281187404964
21.84441334313305,20.752851062311255,17.80119841883161,15.596476348412113,22.65277179337406,0.0,39.70073091934466
62.65556539191597,59.7974370275652,58.39371722531674,44.071324617129015,62.043581171177344,1.8949186531665416,119.2262583062987
78.28690138353159,76.91682520065642,85.1888491755363,59.19193541229813,77.07653462347719,2.6331204664226364,160.73508979204453
59.00196672401164,60.0427024476871,58.161773110260114,45.38550769813043,59.26988956690749,0.0,119.88282689773229
78.18539975694935,80.44850444193136,76.64262327434268,60.0,80.19443846400584,6.031330563084202,161.4020826823302
79.47212530281462,80.70563321298876,79.69445115290918,57.40262655567382,82.55215069201238,6.650028105773631,160.41066512755592
19.013360233275613,18.914277047966564,20.83210009252285,12.687635136356176,21.562396203419983,3.9889690889827376,35.86002994997293
64.02251336292628,59.91080914708829,60.39013939430277,41.43687428858882,58.54191068241061,3.39311480145757,120.70951538622644
20.88772646549085,20.667348654748533,22.98815814631521,14.589683472468398,20.6261354033018,0.0,34.894020368331844
77.25848003491387,81.73130584563171,82.16275206891638,58.73724802310122,79.51732441709379,2.243619314379853,161.39876096717563
21.820357816185183,20.634436430382603,21.57265592421795,14.067161806528114,18.111107488163498,0.179900613594903,39.96595917227712
64.23358204296736,56.77824319310013,59.92846385627956,49.7614907024395,60.66115351254875,4.898492947116472,116.99520686123655
77.44167778594348,79.26889782002793,81.87618508181129,60.0,81.6599723181622,3.007795332034876,159.8503900346393
16.587459618749975,23.90155079046358,18.98069563649669,14.123851396777628,17.494409279900147,2.55498071166382,36.7722043048841
61.17975964146904,59.27228238005842,58.38874698492126,42.76337615135674,59.737891976917176,5.266159759119444,116.0963917970368
40.18870317863415,39.91565709741885,39.42622561522018,29.876747195808704,39.78538944741765,0.5607912228964143,78.37401402289184
34.52064566562089,38.86137589305963,40.53980870988152,29.066308907894477,37.16618777374748,3.7379269737935914,80.55374381169226
17.01748481458879,20.878783402529077,20.333346990745056,16.270062873784212,24.766289549727883,2.888958973980828,38.17435554911168
40.50296883004307,35.96718674440048,38.921090733251,29.448658930878885,38.580544068306224,5.477745354909022,81.98878878263099
16.647992387340047,22.30466312956624,22.159237184073643,13.373271481591594,17.067151344394972,2.042129752905517,38.848424060373866
56.10859383367208,58.17443301172942,60.43901911158609,45.78612586796018,58.12203685464443,5.034041982826489,122.8459669930322
39.72810059864336,42.27378272520539,40.195449935429714,31.165907359506587,39.20110194147425,2.7401117756950377,77.38694629652937
80.47916551971278,79.2603976673924,81.94507157828508,60.0,80.81283098735241,3.61364659690032,161.5114805777891
21.30723719088072,21.72887239771901,18.515669959187115,19.53950924797521,17.09126865080247,1.0915170346028922,39.625632299948336
59.15067339513427,58.34007080492408,62.822344127779225,46.57160765366235,59.88506096306921,2.2175658956519677,121.88183522915024
39.04405199191903,39.0406883719841,41.24071659668702,31.39691429821467,40.00754177817254,3.863696748228607,80.67992996760252
40.54903271544788,38.21816983400895,37.68528948161829,29.37541549774861,39.684665967672366,6.513446994596419,78.59059944828753
38.43474168834495,39.779221401946224,37.89074307202997,31.64049567464936,40.92626065863721,2.558191528784907,80.6778082504319
38.47171215218712,37.12441705239684,42.72906369620495,28.621101630900124,38.695412800129965,0.9576213753977784,76.3138608996867
61.34114090062182,58.58498860497885,60.07953346917299,41.86601057827679,59.09739392579495,3.531375949932472,121.4462009874756
20.780186645375853,18.69518283522596,19.2180932496248,15.987483554698375,19.76779212193127,0.0,44.12898572271864
82.80268966258392,79.17923641268426,81.05788723683317,60.0,81.72703931676263,2.3904925187242614,164.6932940610531
58.625401925686674,59.765050907163776,60.93233285206807,44.25951511859132,59.092391917896,3.8065290803264937,118.16399046036192
80.38062311518787,78.29654160549282,83.64544720025592,58.956840644013255,77.6306268191769,5.921386796921319,162.65812569307937
16.547434795336645,20.354852284507505,19.19643812758348,11.739603306067911,20.925564511051547,0.0,40.10389079159228
60.50499325415375,61.64064359452284,62.719897083358966,44.819235985446106,62.73519447961343,5.068819772963036,118.00757471925787
19.697285583404604,19.793562296412883,20.821197003876744,15.288087142321755,22.90854701392595,2.522075450293987,40.24335003298566
62.02368486598838,58.68409791047766,60.9367704685541,48.47175799537143,58.66457455885888,6.363843480146276,118.29482830565873
39.1216209563957,40.36267685843564,38.994366598714926,34.8249073590875,38.07899123673371,0.4137652745846567,75.42275991997094
80.19675581363096,80.76283250841834,80.13498451448162,60.0,80.56862903799589,4.830801252342254,157.93703507936948
58.111263018351416,60.47620629566463,57.1880741674642,43.81988470826092,59.77902118986815,0.0,120.2302957462802
39.53306667691261,43.465442373838265,41.36900221371838,30.741650002562203,40.28412361037447,5.039989721531546,83.43917861483239
82.2299246458948,82.86670500576399,80.83679602261839,60.0,78.80155144508056,4.06617950227752,158.2916774783713
16.91840597111075,20.126523988400663,20.31301307593075,15.46436207240055,18.805367862069275,0.524156540527986,37.151878182034935
60.0459195112159,59.97770877631632,60.022997799740125,43.32464391618411,58.81763379247114,1.6645594272812012,120.65392519080892
18.2775486298906,23.82012990619807,19.46399325809724,16.604912791592792,21.894503935547498,0.6899798138183316,41.22815874069216
60.95379673784444,60.29689916276016,61.05809047666887,45.84525724341765,57.28043854899237,2.917198376884065,118.48425827914969
21.3105274614452,21.280263052195185,16.76608791137833,14.951347751202128,18.523938181588623,1.5598491980864764,39.80369922071409
77.00864096748597,85.052736480712,83.53984277639347,59.663571554465854,80.75582020347694,6.648717499991678,159.65559841460623
21.22075875821441,17.62228148443194,18.986367291402622,13.807371923098984,19.89486540746091,0.0,40.377557193587656
42.4222905793654,41.37963632906958,42.60369245913,28.743824880716843,39.037945763078426,6.607833395367884,77.87996835455691
